Year,Artist,Title,Genre,Streams(Millions)
2023,Maddix,My Gasoline,Acid Techno,
,Lindsey Stirling,Beyond The Veil,Brostep,
2022,Martin Garrix,Starlight (Keep Me Afloat),Festival Progressive House,
,DubVision,No Sleep,Festival Progressive House,
2022,Elderbrook,Howl,Progressive House,
2022,LUNAX,Low,Big Room Trance,
2022,Elderbrook,Howl,Deep House,
2021,LUNAX,Low,Psytrance,
,Faustix,Complicated,-,
,Big Narstie,Push The Feeling On,-,
,Gorgon City,Voodoo,Tech House,
,Diplo,edamame,Tech House,
,Armin van Buuren,Intense,Uplifting Trance,
,Shallou,Truth,,
2018,Danny Avila,End Of The Night,Trap,
2018,Danny Avila,End Of The Night,Future Bass,
,Chase & Status,Count On Me,Hardcore Breaks,
,Ofenbach,Feel It Still,,
,Øneheart,distorted memories,,
,Galantis,Girls On Boys,Trap,
,Lindsey Stirling,Electric Daisy Violin,Electro House,
2023,Dimension,DJ Turn It Up,Dancefloor Drum & Bass,
,Lindsey Stirling,Electric Daisy Violin,Electro House,
,KREAM,Know This Love,Tropical House,
2024,Kungs,All Night Long,Diva House,
2023,Maddix,My Gasoline,Peak Time Techno,
,Gryffin,Hurt People,Future Bass,
,ItaloBrothers,Radio Hardcore,Hands Up,
,Anton Powers,Thinking About You,Euro House,
,Dionysus,Home,Euphoric Hardstyle,
,SG Lewis,Sunsets - Pt. 2,,
,RetroVision,Say Something,,
,INNA,Rendez Vous,Tropical House,
,Vicetone,Something Strange,Festival Progressive House,
,Chase & Status,Count On Me,Breakbeat Hardcore,
,KREAM,About You,Tech House,
,Flume,Tiny Cities,Wonky,
,Gryffin,Beggin For Thread,Tropical House,
,Cascada,What Hurts The Most,Hands Up,
,Alok,Innocent,Future Bass,
2022,Outsiders,Gimme Bass,,
,Scooter,Rave Teacher (Somebody Like Me),Hard Trance,
,Kasbo,Lay It On Me,,
,Jamie xx,Far Nearer,,
,GRiZ,Vibe Check,Brostep,
,Feder,Control,,
2009,Moderat,Rusty Nails,2-Step,
2021,Timmy Trumpet,Dance Tonight,UK Hardcore,
,David Guetta,No Money No Love,Electro House,
,Wilkinson,Sweet Lies,Liquid Drum & Bass,
,Tiësto,Get Down,Melbourne Bounce,
2013,Jamie Jones,Hungry For The Power,*Deep Tech,
,Sofi Tukker,Fuck They,Future House,
,Kaskade,Fun,Bass House,
,Tiësto,Get Down,Bass House,
,Bruno Martini,Youngr,,
2021,Quintino ,Quecha,Big Room House,
2021,Crystal Rock,Astronaut In The Ocean,,
,DJ Alex,Now You're Gone,Hands Up,
,JVLA,Such A Whore - Potato Remix,,
,W&W,Long Way Down,UK Hardcore,
,Marshmello,Make Me (Cry),,
,Calvin Harris,Slow Acid,Acid House,
,Soulwax,Let It Happen,Electro House,
,Swedish House Mafia,Ray Of Solar,Festival Progressive House,
,Shouse,Never Let You Go,Festival Progressive House,
,Marshmello,Alarm,-,
,Zeds Dead,Lost You,Future House,
,Jay Hardway,Electric Elephants,Festival Progressive House,
,Bob Sinclar,Derezzed,-,
,Calvin Harris,Slow Acid,Electro House,
,Diplo,Paper Planes,-,
,Aqua,Around The World,Bubblegum Dance,
,Empyre One,The Bad Touch,,
,Cat Dealers,Sober,,
,Tujamo,With U,Future House,
2021,Marc Benjamin,With Me,,
2015,John Dahlbäck,Raven,Future Bounce,
,S3RL,Pika Girl,UK Hardcore,
,Keys N Krates,Music To My Ears,,
,Showtek,Cannonball (Earthquake),Big Room House,
,D-Block & S-te-Fan,Twilight Zone,,
,Chris Lake,Free Your Body,Tech House,
,KREAM,New Rules,,
,KAYTRANADA,BULLETS,,
,DJ Snake,Let's Get ILL,Tech House,
,Dimitri Vegas & Like Mike,Opa,Big Room House,
,Toro y Moi,Flying High,,
,WiDE AWAKE,Ready,-,
,Sonny Fodera,Always Gonna Be,-,
,Rival,Seasons,-,
,RÜFÜS DU SOL,Lost In My Mind,Future Garage,
,R3HAB,Distant Memory,Future Bounce,
,Cartoon,Howling,Trap,
,ILLENIUM,Paper Thin,Melodic Dubstep,
2016,Siriusmo,Eating Hooks,Future Garage,
,Dillon Francis,We The Funk,Tropical House,
,R3HAB,Distant Memory,Big Room House,
,Alok,Another You,Slap House,
,Lane 8,Run,Progressive House,
,DJ Snake,Bird Machine,Twerk,
,Alexandra Stan,Get Back (Asap),Romanian Popcorn,
,Grabbitz,Ticking Away,Midtempo Bass,
,Dimitri Vegas & Like Mike,Opa,Melbourne Bounce,
,David Guetta,No Money No Love,Big Room House,
,KREAM,About You,Deep House,
,Gorgon City,Unmissable,Deep House,
,Luude,Turn Me On,Jump-Up,
2000,French Affair,My Heart Goes Boom,Euro House,
,Cascada,What Hurts The Most,Eurodance,
2020,Dr. Fresch,Take A Step Back,Bass House,
2022,Restricted,Captain (Whistle),Peak Time Techno,
,GAMER & DADONI,Perfect,,
,Aqua,My Oh My,Bubblegum Dance,
2008,Mark Knight,The Man With The Red Face,Tech House,
2023,Reinier Zonneveld,Move Your Body To The Beat,Peak Time Techno,
2017,The Boy Next Door,La Colegiala,Moombahton,
2021,Timmy Trumpet,Dance Tonight,Euphoric Hardstyle,
2017,Mark With A K,Somebody Like Me,-,
2018,Parra for Curva,Paspatou,Deep House,
,R3HAB,Stars Align,-,
,Nightcrawlers,Push The Feeling On,Garage House,
,Mako,Our Story,Festival Progressive House,
,Gryffin,Beggin For Thread,Future House,
,Zedd,Daisy,Progressive House,
,Avicii,Heart Upon My Sleeve,Progressive House,
,Kill The Noise,I Do Coke,Midtempo Bass,
,Kx5,I Remember,Progressive House,
2018,KELTEK,Through The Night,-,
,,,,
,Mandal & Forbes,Losing My Mind,,
,Andy Van,Your Body,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
2021,Dimitri Vangelis & Wyman,Safe,Festival Progressive House,
,Big Wild,Touch,,
,LIZOT,Candlelight,Slap House,
,Sound Of Legend,I'm So Excited,Funky House,
,Vintage Culture,Terrified,,
,Liu,Me Cura,Brazilian Bass,
,Oliver Nelson,Habits (Stay High),Funky House,
,San Holo,brighter days,Electro House,
2021,Arc North,Youngblood,*Slap House,
,Charlotte De Witte,Space Raiders,-,
,TroyBoi,Favorite,Trap,
2020,VELLØN,Right Now,,
,Soulwax,Work It,Electroclash,
2023,Kordhell,VUK VUK,*Phonk House,
2024,Disclosure,"She's Gone, Dance On",Funky House,
2024,ALTÉGO,Couldn't Care Less,Hypertechno,
2024,Charli XCX,"the girl, so confusing version",Electro House,
,Tiësto,Happier,Brazilian Bass,
,Lane 8,Midnight,,
,Little Big,Faradenza,-,
,Steve Aoki,Used To Be,Future Bass,
,Kaskade,Cold As Stone,-,
2022,puremind,Only Girl,,
,Jauz,Gassed Up,Speed House,
,Marshmello,Hitta,Brostep,
,Galantis,Tu Tu Tu (That's Why we),Future House,
,Oliver Heldens,Koala,Future House,
,Don Diablo,Tonight,Future House,
,Black Coffee,Ready For You,Deep House,
,Distrion,Entropy,Electro House,
,LSD,Angel In Your Eyes,Future Bass,
,Louis The Child,Every Color,Future Bass,
2023,Sam Feldt,Memories,Future House,
,Galimatias,Blowback,Future Bass,
,Flume,Sintra,Future Bass,
2000,MJ Cole,Crazy Love,2-Step,
,Dimitri Vegas & Like Mike,All I Need,Future Bass,
,Armaan Malik,Echo,Future Bass,
,Throttle,Cities,Future House,
,Disclosure,January,Deep House,
,Kx5,Sacrifice,Peak Time Techno,
,Marshmello,Colour,Future Bass,
,Marshmello,Room To Fall,Future Bass,
2023,The Chainsmokers,See You Again,Future Bass,
,Steve Aoki,My Way,Future Bass,
,Tove Lo,bitches,Electroclash,
2012,Seven Lions,Days To Come,Melodic Dubstep,
,Joakim Lundell,Only Human,-,
,Scooter,J'adore Hardcore,Hardstyle,
,it's murph,Food For The Soul,Stutter House,
,John Summit,I Remember,Progressive House,
,Holy Goof,Down For You,-,
,Dimitri Vegas & Like Mike,All Aboard,Big Room House,
,Armin van Buuren,Strong Ones,Festival Progressive House,
,Hallman,Every Battle,Festival Progressive House,
,San Holo,brighter days,Tropical House,
,Elektronomia,Limitless,Festival Progressive House,
,Distrion,Entropy,Festival Progressive House,
,Flight Facilities,Arty Boy,-,
,Timmy Trumpet,Just In Case,Slap House,
,filous,Goodbye,-,
,Dimitri Vangelis & Wyman,Legacy,Festival Progressive House,
,Dash Berlin,New York City,Festival Progressive House,
,Blasterjaxx,Children Of Today,Festival Progressive House,
,Avicii,Hope There's Someone,Festival Progressive House,
,71 Digits,5 On It,Slap House,
,ILLENIUM,Sleepwalker,Melodic Dubstep,
,BEAUZ,Crazy,Future Bass,
,Jack Wins,Out Of My Head,Deep House,
,Fedde Le Grand,Heaven - Club Mix,Electro House,
,Marshmello,Colour,Trap,
,BAYNK,Simmer,-,
2022,Sickmode,GO STUPID,,
,Four Tet,Locked,Future Garage,
,Moksi,Slow Burn,-,
,MOTi,Secrets,-,
,ZHU,Light It Up,,
2021,Mr. Belt & Wezol,Way It Is,Euro House,
,Zedd,Breakn' A Sweat,Complextro,
,ODESZA,Koto,Future Bass,
2021,Toby Rose,Stand By Me,,
,VIC MENSA,No Chill,Trap,
2022,PXSEIDON,Slow Down,Hardstyle,
,Kawai Sprite,Pico,,
,Y.V.E. 48,You've Got The Love,,
2021,Noizu,Middle,Tech House,
,KREAM,Ain't Thinkin Bout You,,
,Dillon Francis,Reaching Out,Diva House,
,Ofenbach,Insane,,
2021,Headhunterz,Paper Thin,Euphoric Hardstyle,
,Slushii,Sapient Dream,,
,Robin Schulz,Same,,
,La Joaqui,Mañosa,Latin House,
,Mesto,Don't Worry,Future Bounce,
2015,Frontliner,Loud,Euphoric Hardstyle,
,Moksi,Gipsy,-,
,Soulwax,Work It,EBM,
,Dimitri Vangelis & Wyman,Another Love,,
,Basement Jaxx,Never Say Never,House,
2016,Pitstop Boys,Super Max!,Melbourne Bounce,
,Cash Cash,Belong,Trap,
,Solomun,Tuk Tuk,Dutch House,
,Oliver Heldens,Summer Lover,Nu-Disco,
2019,Showtek,Way We Used 2,Future House,
,Valentino Khan,Move It,G-House,
,Firebeatz,Till The Sun Comes Up,Future House,
,KC Lights,17,,
2011,R.I.O.,Like I Love You,Euro-Trance,
,Dj Goja,Cause I'm Crazy,,
2011,R.I.O.,Like I Love You,Eurodance,
,Dead or Alive,You Spin Me Right Round (Like A Record) - Rip It Up Version,,
2016,Pitstop Boys,Super Max!,Big Room House,
,Armin van Buuren,"Sex, Love & Waters",Nu-Disco,
,Jubël,Teenage Minds,,
,Big Wild,Joypunks,Nu-Disco,
,Flosstradamus,Mosh Pit,Trap,
,Sound Of Legend,I'm So Excited,Garage House,
,ILLENIUM,Shivering,Melodic Dubstep,
2010,Magnetic Man,I Need Air,Melodic Dubstep,
,Marshmello,Sell Out,Briddim,
,Rudimental,Right Here,Drum & Bass,
,Jauz,Oceans & Galaxies,Dubstep,
,R3HAB,Islands,Electro House,
,NERVO,Dare Me,Future House,
,NERO,Crush On You,Brostep,
,Dimension,Devotion,Dancefloor Drum & Bass,
,Pep & Rash,Rumors,Future House,
,R3HAB,Never Really Over,Future House,
,KSHMR,Back To Me,Electro House,
,Icona Pop,Get Lost,Electro House,
,Sofi Tukker,Mi Rumba,Future House,
,Throttle,Japan,Future House,
,Tiësto,Escape Me,Electro House,
,Hardwell,Satisfaction,Future Rave,
,Tiësto,Take Me ,Electro House,
,Chase & Status,Program,-,
,Kygo,Dancer,,
,Kaleb Di Masi,P Rreo,-,
,Imanbek,Blackout,Hip House,
,Alan Walker,In Your Arms,Electropop [EDM],
,Flux Pavilion,Bass Cannon,Brostep,
,Lanberry,"Dzi?ki, ?e Jeste?",,
,Kreisligalegende,Modeste Song,,
,Krewella,Human,,
,NEFFEX,Pro,,
,Dash Berlin,New York City,Electro House,
,Jack Ü,Holla Out,,
,CID,Let Me Take You,Tech House,
,Fallen Roses,I Just Died In Your Arms Tonight,,
,Felix Cartal,Heartburn,,
,Harris & Ford,Mutter,,
,Duck Sauce,Barbra Streisand - Club Edit,,
,Alesso,Calling (Lose My Mind) - Club Mix,,
,NEFFEX,Chance,-,
,Elektronomia,Limitless,Electro House,
,Zedd,Fall Into The Sky,Complextro,
,Sam Feldt,YES,Tropical House,
,Salvatore Gannaci,Horse,Speed House,
,Zedd,Fall Into The Sky,Big Room House,
,ChildsPlay,Puta,,
,Majestic,I Wanna Be Down,,
,W&W,Thunder,Big Room House,
,Syn Cole,The Daze,,
,Steve Void,Summertime Sadness,,
,Kaskade,Tight,,
,HEDEGAARD,Slem Igen,,
2010,Magnetic Man,I Need Air,Dubstep,
2023,Hardwell,ACID,Peak Time Techno,
,Sofi Tukker,Sinnerman,-,
,SUD,L'Amour Toujours,,
2020,Tiësto,Lasting Lover,Festival Progressive House,
,SF9,Now Or Never,Future Bounce,
,Will Sparks,Ah Yeah,Melbourne Bounce,
,Sultan + Shepard,Gangster Trippin,,
,Marshmello,Sell Out,Riddim,
,Syn Cole,Mind Blown,,
2008,Thomas Gold,Silence,Progressive House,
,Excision,Drowning,,
,Zedd,Follow You Down,Festival Progressive House,
2012,Avicii,Dancing In My Head,Festival Progressive House,
,Mura Masa,Lotus Eater,,
,Alok,Deep In Your Love,Eurodance,
,Timmy Trumpet,Blow It Up,Melbourne Bounce,
,Loud Luxury,Show Me,-,
,Dimitri Vegas & Like Mike,The Chase,Big Room House,
,Yellow Claw,Thunder,Hardstyle,
2018,grandson,6:00,Trap,
2012,Mat Zo,Easy,Festival Progressive House,
2020,grandson,Identity,Trap,
,Dzeko & Torres,All We Need,,
2020,Disciples,I Got You,Funky House,
,Knife Party,Unison,,
,R3HAB,Take You Dancing,-,
,Vini Vici,The Tribe,,
,Wankelmut,Make It Right,,
,CALVO,Light It Up,,
,Zomboy,Nuclear (Hands Up),,
,ChildsPlay,Tis Oke Mop,,
,Nora En Pure,Heart Beating,-,
,Luude,Wanna Stay,-,
,Strange Fruits Music,Fly Me To The Moon,,
,Cheat Codes,Your Song,-,
,Steve Aoki,What The Funk,,
,Cheat Codes,Follow You,,
,Kav Verhouzer,Get What You Came For,,
2018,Justin Mylo,Chasing Shadows,Festival Progressive House,
,Paul Woolford,Wild Girl,,
2014,Naxxos,New Orleans,Tropical House,
,Eden Prince,Memories,-,
,Vini Vici,Adhana,Full-On Psytrance,
,Modjo,Chillin',Funky House,
,Vigiland,Another Shot,,
,R3HAB,Symphony,,
,Oliver Heldens,Break This Habit,Future House,
,Brooks,If Only I Could,Future House,
2012,Mat Zo,Easy,Electro House,
,Flume,Helix,Wonky,
,Tommee Profitt,Hurricane,,
,Tungevaag & Raaban,Parade,,
,Purple Disco Machine,Something On My Mind,Nu-Disco,
,TRXD,Our City,,
,Tiësto,This Town,,
,The Magician,Together,,
2019,Kura,Beast Mode,Jungle Terror,
,The Magician,You & Me,,
,SVDDEN DEATH,Behemoth,,
2020,Disciples,I Got You,Future House,
,DubVision,Steal The Moon,-,
2019,Thomas Gold,Wildest Dream,Festival Progressive House,
,Ofenbach,You Don't Know Me,-,
,PAX,Touch Me,,
2019,Outsiders,Kali,,
2020,Disciples,I Got You,Garage House,
,Steve Aoki,Thriller,-,
,NEIKED,Sand & Lead,-,
,BURNS,Energy,Tropical House,
,Joel Corry,Drinkin',Diva House,
,Klingande,Rebel Yell,Tropical House,
2020,Dastic,Pump It Up,*Future Bounce,
,AFROJACK,Can't Stop Me,Dutch House,
2025,Rudimental,Green & Gold,Liquid Drum & Bass,
,Tony Igy,Astronomia,Dutch House,
,San Holo,Honest,Trap,
,Klingande,Rebel Yell,Tropical House,
2021,Cleez,Everybody Cries,,
,NERO,Me & You,Drumstep,
,VINAI,Frontier,Big Room House,
,Fritz Kalkbrenner,Back Home,Deep House,
,DJ Isaac,Heaven,,
,Jebroer,Mutter,,
,Gryffin,you broke me first,Future House,
2020,Friction,By Your Side,Dancefloor Drum & Bass,
2024,Jax Jones,Never Be Lonely,Eurodance,
2024,Rudimental,Green & Gold,Jump-Up,
,Steve Void,Push The Feeling On,,
2019,Lance & Linton,Best Time's Right Now,Festival Progressive House,
2020,Marc Benjamin,Losing Focus,Brazilian Bass,
,EDX,We Can't Give Up,-,
2024,Vintage Culture,Weak,Deep House,
2023,Dimension,Where Do We Go,Dancefloor Drum & Bass,
2023,The Chainsmokers,Self-Destruction Mode,Future Bass,
2022,puremind,Set Fire To The Rain,,
,ODESZA,Just A Memory,Synthpop [EDM],
2021,K Motionz,High Notr,Dancefloor Drum & Bass,
,Joel Corry,Hold Me Closer,Slap House,
2024,Dom Dolla,girl$,Tech House,
,Stereoact,Ich Liebe Das Leben,,
,Becky G,Next To You,Tropical House,
,Cartoon,I Remember U,Dancefloor Drum & Bass,
,Knife Party,Rage Valley,Complextro,
,Skrillex,Weekends!!!,Complextro,
,2 Brothers On The 4th Floor,Come Take My Hand,Eurodance,
,Kygo,Not Alone,Tropical House,
,Matoma,Find Love,Tropical House,
,Dimitri Vegas & Like Mike,We'll Be Dancing Soon,Slap House,
,Spanker,Slow Down,Twerk,
,Jamie xx,You've Got The Love,UK Bass,
,Modjo,Chillin',French House,
,DJ Sammy,Heaven - Candelight Version,Euro-Trance,
2018,Gunz For Hire,Bella Ciao,,
,Sofi Tukker,Matadora,Latin House,
,David Guetta,BED,Tech House,
,W&W,The Lone Ranger,Future Rave,
,Steve Aoki,Darker Than Blood,Festival Progressive House,
,Fritz Kalkbrenner,Back Home,Progressive House,
,Cash Cash,Overtime,Moombahcore,
,Don Diablo,Tears For Later,Midtempo Bass,
,Eric Prydz,Every Day,Progressive House,
,Mr. Belt & Wezol,Let's All Chant,Future House,
,Pierce Fulton ,Kuaga (Lost Time),Festival Progressive House,
,Eric Prydz,Liberate,Progressive House,
,Zombie Nation ,Kernkraft 400,Hard Trance,
,Tungevaag,Miss You,Festival Progressive House,
,Sander Van Doorn,No Words,Festival Progressive House,
,Elderbrook,Howl,Progressive House,
,Loud Luxury,Afterparty,G-House,
,Lucas Estrada,In My Fantasy,-,
,Maddix,Tell Me Why,Hard Techno,
,Four Tet,Locked,Dubstep,
,Skrillex,Right On Time,,
,Tropkillaz,Baby Baby,Trap,
,Skrillex,All I Ask Of You,,
,Vicetone,Way Back,Tropical House,
,Oliver Heldens,Gecko,Future House,
,Seven Lions,Days To Come,Brostep,
,R3HAB,Don't Leave Me Alone,,
,Kiasmos,Notte Senza Fine,,
,Lido,Left Hand Free,-,
,Will Sparks, Fat Beat,Psytrance,
,Pendulum,The Tempest,Dancefloor Drum & Bass,
